aah	ɑ
prong	pɹɒŋ
pronominal	pɹoʊ.ˈnɒ.mənl
pronotum	pɹoʊ.ˈnoʊ.təm
pronounced	pɹə.ˈnaʊnst
pronounce	pɹə.ˈnaʊns
pronouncement	pɹə.ˈnaʊn.smənt
pronoun	ˈpɹoʊ.ˌnaʊn
pronto	ˈpɹɒn.toʊ
pronuclear	pɹoʊ.ˈnu.kli.əɹ
pronuclear	pɹoʊ.ˈnyu.kli.əɹ
pronuclear	pɹoʊ.ˈnu.kyə.ləɹ
pronucleus	pɹoʊ.ˈnu.kli.əs
pronucleus	pɹoʊ.ˈnyu.kli.əs
pronunciamento	pɹə.ˌnʌn.si.ə.ˈmɛn.toʊ
pronunciamento	pɹə.ˌnʌn.ʃi.ə.ˈmɛn.toʊ
pronunciation	pɹə.ˌnʌn.si.ˈeɪ.ʃən
proof	pɹuf
proofing	ˈpɹu.fɪŋ
proofread	ˈpɹuf.ˌɹid
proofread	ˈpɹuf.ˌɹɛd
propaedeutic	ˌpɹoʊ.pɪ.ˈdu.tɪk
propaedeutic	ˌpɹoʊ.pɪ.ˈdyu.tɪk
propagable	ˈpɹɒ.pə.gə.bəl
propaganda	ˌpɹɒ.pə.ˈgæn.də
propagandist	ˌpɹɒ.pə.ˈgæn.dɪst
propagandize	ˌpɹɒ.pə.ˈgæn.daɪz
propagate	ˈpɹɒ.pə.ˌgeɪt
propagation	ˌpɹɒ.pə.ˈgeɪ.ʃən
propagule	ˈpɹɒ.pə.ˌgyul
propane	ˈpɹoʊ.peɪn
propel	pɹə.ˈpɛl
propellant	pɹə.ˈpɛ.lənt
propellent	pɹə.ˈpɛ.lənt
propeller	pɹə.ˈpɛ.ləɹ
propend	pɹoʊ.ˈpɛnd
propene	ˈpɹoʊ.pin
propense	pɹoʊ.ˈpɛns
propensity	pɹə.ˈpɛn.sɪ.ti
propenyl	ˈpɹoʊ.pə.nɪl
proper	ˈpɹɒ.pəɹ
propertied	ˈpɹɒ.pəɹ.tid
property	ˈpɹɒ.pəɹ.ti
prophage	ˈpɹoʊ.ˌfeɪdʒ
prophase	ˈpɹoʊ.ˌfeɪz
prophecy	ˈpɹɒ.fə.si
prophesy	ˈpɹɒ.fə.ˌsaɪ
prophetess	ˈpɹɒ.fɪ.tɪs
prophet	ˈpɹɒ.fɪt
prophetic	pɹə.ˈfɛ.tɪk
Prophets	ˈpɹɒ.fɪts
prop	pɹɒp
prophylactic	ˌpɹoʊ.fə.ˈlæk.tɪk
prophylactic	ˌpɹɒ.fə.ˈlæk.tɪk
prophylaxis	ˌpɹoʊ.fə.ˈlæk.sɪs
prophylaxis	ˌpɹɒ.fə.ˈlæk.sɪs
propine	pɹoʊ.ˈpin
propine	pɹoʊ.ˈpaɪn
propinquity	pɹoʊ.ˈpɪŋ.kwɪ.ti
propionate	ˈpɹoʊ.pi.ə.ˌneɪt
propitiate	pɹə.ˈpɪ.ʃi.ˌeɪt
propitiation	pɹə.ˌpɪ.ʃi.ˈeɪ.ʃən
propitiatory	pɹə.ˈpɪ.ʃi.ə.ˌtɔ.ɹi
propitiatory	pɹə.ˈpɪ.ʃi.ə.ˌtoʊ.ɹi
propitious	pɹə.ˈpɪ.ʃəs
propjet	ˈpɹɒp.ˌdʒɛt
propman	ˈpɹɒp.ˌmæn
propolis	ˈpɹɒ.pə.lɪs
propone	pɹə.ˈpoʊn
proponent	pɹə.ˈpoʊ.nənt
proportionable	pɹə.ˈpɔɹ.ʃə.nə.bəl
proportionable	pɹə.ˈpoʊɹ.ʃə.nə.bəl
proportional	pɹə.ˈpɔɹ.ʃənl
proportional	pɹə.ˈpoʊɹ.ʃənl
proportionate	pɹə.ˈpɔɹ.ʃə.nɪt
proportionate	pɹə.ˈpoʊɹ.ʃə.nɪt
proportionate	pɹə.ˈpɔɹ.ʃə.ˌneɪt
proportionate	pɹə.ˈpoʊɹ.ʃə.ˌneɪt
proportioned	pɹə.ˈpɔɹ.ʃənd
proportioned	pɹə.ˈpoʊɹ.ʃənd
proportion	pɹə.ˈpɔɹ.ʃən
proportion	pɹə.ˈpoʊɹ.ʃən
proposal	pɹə.ˈpoʊ.zəl
propose	pɹə.ˈpoʊz
proposition	ˌpɹɒ.pə.ˈzɪ.ʃən
propositus	pɹə.ˈpɒ.zɪ.təs
propound	pɹə.ˈpaʊnd
propoxyphene	pɹoʊ.ˈpɒk.sə.ˌfin
propraetor	pɹoʊ.ˈpɹi.təɹ
propranolol	pɹoʊ.ˈpɹæ.nə.ˌlɔl
propranolol	pɹoʊ.ˈpɹæ.nə.ˌlɒl
propria	ˈpɹoʊ.pɹi.ə
proprietary	pɹə.ˈpɹaɪ.ɪ.ˌtɛ.ɹi
proprietor	pɹə.ˈpɹaɪ.ɪ.təɹ
proprietress	pɹə.ˈpɹaɪ.ɪ.tɹɪs
propriety	pɹə.ˈpɹaɪ.ɪ.ti
proprioception	ˌpɹoʊ.pɹi.ə.ˈsɛp.ʃən
proprioceptive	ˌpɹoʊ.pɹi.ə.ˈsɛp.tɪv
proprioceptor	ˌpɹoʊ.pɹi.ə.ˈsɛp.təɹ
proprium	ˈpɹoʊ.pɹi.əm
proptosis	pɹɒp.ˈtoʊ.sɪs
propulsion	pɹə.ˈpʌl.ʃən
propylaeum	ˌpɹɒ.pə.ˈli.əm
propyla	ˈpɹɒ.pə.lə
propylene	ˈpɹoʊ.pə.ˌlin
propyl	ˈpɹoʊ.pɪl
propylic	pɹoʊ.ˈpɪ.lɪk
propylite	ˈpɹɒ.pə.ˌlaɪt
propylon	ˈpɹɒ.pə.ˌlɒn
prorate	pɹoʊ.ˈɹeɪt
prorate	ˈpɹoʊ.ˌɹeɪt
prorogue	pɹoʊ.ˈɹoʊg
prosaic	pɹoʊ.ˈzeɪ.ɪk
prosaism	pɹoʊ.ˈzeɪ.ɪ.zəm
prosaist	pɹoʊ.ˈzeɪ.ɪst
prosateur	ˌpɹoʊ.zə.ˈtɜɹ
proscenium	pɹoʊ.ˈsi.ni.əm
proscenium	pɹə.ʊ.ˈsi.ni.əm
prosciutto	pɹoʊ.ˈʃu.toʊ
proscribe	pɹoʊ.ˈskɹaɪb
proscription	pɹoʊ.ˈskɹɪp.ʃən
prosect	pɹoʊ.ˈsɛkt
prosector	pɹoʊ.ˈsɛk.təɹ
prosecute	ˈpɹɒ.sɪ.ˌkyut
prosecution	ˌpɹɒ.sɪ.ˈkyu.ʃən
prosecutor	ˈpɹɒ.sɪ.ˌkyu.təɹ
prosecutorial	ˌpɹɒ.sɪ.kyʊ.ˈtɔ.ɹi.əl
prosecutorial	ˌpɹɒ.sɪ.kyʊ.ˈtoʊ.ɹi.əl
prose	pɹoʊz
proselyte	ˈpɹɒ.sə.ˌlaɪt
proselytism	ˈpɹɒ.sə.lɪ.ˌtɪ.zəm
proselytism	ˈpɹɒ.sə.laɪ.ˌtɪ.zəm
proselytize	ˈpɹɒ.sə.lɪ.ˌtaɪz
proseminar	pɹoʊ.ˈsɛ.mə.ˌnɑɹ
prosencephalon	ˌpɹɒ.sɛn.ˈsɛ.fə.ˌlɒn
prosencephalon	ˌpɹɒ.sɛn.ˈsɛ.fə.ˌlən
proser	ˌpɹoʊ.zəɹ
prosimian	pɹoʊ.ˈsɪ.mi.ən
prosit	ˈpɹoʊ.sɪt
prosit	ˈpɹoʊ.zɪt
prosodist	ˈpɹɒ.sə.dɪst
prosody	ˈpɹɒ.sə.di
prosoma	pɹoʊ.ˈsoʊ.mə
prosopography	ˌpɹɒ.sə.ˈpɒ.gɹə.fi
prosopopoeia	pɹoʊ.ˌsoʊ.pə.ˈpi.ə
prospect	ˈpɹɒ.spɛkt
prospective	pɹə.ˈspɛk.tɪv
prospectus	pɹə.ˈspɛk.təs
prosper	ˈpɹɒ.spəɹ
prosperity	pɹɒ.ˈspɛ.ɹɪ.ti
Prospero	ˈpɹɒ.spə.ˌɹoʊ
prosperous	ˈpɹɒ.spə.ɹəs
pross	pɹɒs
prostacyclin	ˌpɹɒ.stə.ˈsaɪ.klɪn
prostaglandin	ˌpɹɒ.stə.ˈglæn.dɪn
prostatectomy	ˌpɹɒ.stə.ˈtɛk.tə.mi
prostate	ˈpɹɒ.steɪt
prostatism	ˈpɹɒ.stə.ˌtɪ.zəm
prostatitis	ˌpɹɒ.stə.ˈtaɪ.tɪs
prosthesis	pɹɒs.ˈθi.sɪs
prosthesis	ˈpɹɒs.θə.sɪs
prosthetics	pɹɒs.ˈθɛ.tɪks
prosthetist	ˈpɹɒs.θɪ.tɪst
prosthodontics	ˌpɹɒs.θə.ˈdɒn.tɪks
prosthodontist	ˌpɹɒs.θə.ˈdɒn.tɪst
prost	pɹoʊst
prostie	ˈpɹɒ.sti
prostitute	ˈpɹɒ.stɪ.ˌtut
prostitute	ˈpɹɒ.stɪ.ˌtyut
prostitution	ˌpɹɒ.stɪ.ˈtu.ʃən
prostitution	ˌpɹɒ.stɪ.ˈtyu.ʃən
prostomium	pɹoʊ.ˈstoʊ.mi.əm
prostrate	ˈpɹɒ.stɹeɪt
prostration	pɹɒ.ˈstɹeɪ.ʃən
prostyle	ˈpɹoʊ.staɪl
prosy	ˈpɹoʊ.zi
protactinium	ˌpɹoʊ.tæk.ˈtɪ.ni.əm
protagonist	pɹoʊ.ˈtæ.gə.nɪst
protamine	ˈpɹoʊ.tə.ˌmin
protamine	pɹɒ.ˈtæ.mɪn
protasis	ˈpɹɒ.tə.sɪs
protean	ˈpɹoʊ.ti.ən
protean	pɹoʊ.ˈti.ən
protease	ˈpɹoʊ.ti.ˌeɪs
protease	ˈpɹoʊ.ti.ˌeɪz
protectant	pɹə.ˈtɛk.tənt
protecter	pɹə.ˈtɛk.təɹ
protect	pɹə.ˈtɛkt
protecting	pɹə.ˈtɛk.tɪŋ
protection	pɹə.ˈtɛk.ʃən
protectionism	pɹə.ˈtɛk.ʃə.ˌnɪ.zəm
protective	pɹə.ˈtɛk.tɪv
protectorate	pɹə.ˈtɛk.tə.ɹɪt
protector	pɹə.ˈtɛk.təɹ
protectory	pɹə.ˈtɛk.tə.ɹi
protectress	pɹoʊ.ˈtɛk.tɹɪs
protei	ˈpɹoʊ.ti.ˌaɪ
proteinase	ˈpɹoʊ.ti.ˌneɪs
proteinase	ˈpɹoʊ.ti.ˌneɪz
proteinase	ˈpɹoʊ.ti.ɪs
protein	ˈpɹoʊ.tin
protein	ˈpɹoʊ.ti.ɪn
proteinuria	ˌpɹoʊ.ti.ˈnʊ.ə.ɹi.ə
proteinuria	ˌpɹoʊ.ti.ˈnyʊə.ɹi.ə
proteinuria	ˌpɹoʊ.ti.ə.ɹi.ə
protend	pɹoʊ.ˈtɛnd
protensive	pɹoʊ.ˈtɛn.sɪv
proteoglycan	ˌpɹoʊ.ti.oʊ.ˈglaɪ.kæn
proteolysis	ˌpɹoʊ.ti.ˈɒ.lə.sɪs
proteome	ˈpɹoʊ.ti.ˌoʊm
proteose	ˈpɹoʊ.ti.ˌoʊs
Protestant	ˈpɹɒ.tə.stənt
Protestant	pɹə.ˈtɛ.stənt
protestation	ˌpɹɒ.tə.ˈsteɪ.ʃən
protestation	ˌpɹoʊ.tə.ˈsteɪ.ʃən
protestation	ˌpɹoʊ.tə.ˈstɛ.ɪ.ʃən
protest	ˈpɹoʊ.tɛst
protest	pɹə.ˈtɛst
Proteus	ˈpɹoʊ.ti.əs
Proteus	ˈpɹoʊ.tyus
prothalamion	ˌpɹoʊ.θə.ˈleɪ.mi.ˌɒn
prothalamion	ˌpɹoʊ.θə.ˈleɪ.mi.ˌən
prothalamium	ˌpɹoʊ.θə.ˈleɪ.mi.əm
prothallium	pɹoʊ.ˈθæ.li.əm
prothallus	pɹoʊ.ˈθæ.ləs
prothesis	ˈpɹɒ.θə.sɪs
prothonotary	pɹoʊ.ˈθɒ.nə.ˌtɛ.ɹi
prothonotary	ˌpɹoʊ.θə.ˈnoʊ.tə.ɹi
prothorax	pɹoʊ.ˈθɔ.ɹæks
prothorax	pɹoʊ.ˈθoʊ.ɹæks
prothrombin	pɹoʊ.ˈθɹɒm.bɪn
protist	ˈpɹoʊ.tɪst
protium	ˈpɹoʊ.ti.əm
protium	ˈpɹoʊ.ʃi.əm
protocol	ˈpɹoʊ.tə.ˌkɔl
protocol	ˈpɹoʊ.tə.ˌkɒl
protocol	ˈpɹoʊ.tə.ˌkoʊl
protoderm	ˈpɹoʊ.tə.ˌdɜɹm
protogalaxy	ˌpɹoʊ.toʊ.ˈgæ.lək.si
protogalaxy	ˈpɹoʊ.toʊ.ˌgæ.lək.si
protohistory	ˌpɹoʊ.toʊ.ˈhɪ.stə.ɹi
protohistory	ˌpɹoʊ.toʊ.ˈhɪ.stɹi
protohuman	ˌpɹoʊ.toʊ.ˈhyu.mən
protohuman	ˌpɹoʊ.toʊ.ˈyu.mən
protolanguage	ˈpɹoʊ.toʊ.ˌlæŋ.gwɪdʒ
protomartyr	ˈpɹoʊ.toʊ.ˌmɑɹ.təɹ
protonema	ˌpɹoʊ.tə.ˈni.mə
proton	ˈpɹoʊ.tɒn
protonotary	pɹoʊ.ˈtɒ.nə.ˌtɛ.ɹi
protonotary	ˌpɹoʊtn.ˈoʊ.tə.ɹi
protopathic	ˌpɹoʊ.tə.ˈpæ.θɪk
protophloem	ˌpɹoʊ.tə.ˈfloʊ.ɛm
protoplanet	ˈpɹoʊ.toʊ.ˌplæ.nɪt
protoplasm	ˈpɹoʊ.tə.ˌplæ.zəm
protoplast	ˈpɹoʊ.tə.ˌplæst
protostar	ˈpɹoʊ.toʊ.ˌstɑɹ
protostele	ˈpɹoʊ.tə.ˌstil
protostele	ˈpɹoʊ.tə.ˌsti.li
protostome	ˈpɹoʊ.tə.ˌstoʊm
prototroph	ˈpɹoʊ.tə.ˌtɹɒf
prototroph	ˈpɹoʊ.tə.ˌtɹoʊf
prototrophic	ˌpɹoʊ.tə.ˈtɹɒ.fɪk
prototrophic	ˌpɹoʊ.tə.ˈtɹoʊ.fɪk
prototype	ˈpɹoʊ.tə.ˌtaɪp
protoxide	pɹoʊ.ˈtɒk.saɪd
protoxide	pɹoʊ.ˈtɒk.sɪd
protoxylem	ˌpɹoʊ.tə.ˈzaɪ.ləm
protoxylem	ˌpɹoʊ.tə.ˈzaɪ.lɛm
Protozoa	ˌpɹoʊ.tə.ˈzoʊ.ə
protozoan	ˌpɹoʊ.tə.ˈzoʊ.ən
protozoon	ˌpɹoʊ.tə.ˈzoʊ.ɒn
protozoon	ˌpɹoʊ.tə.ˈzoʊ.ən
protract	pɹoʊ.ˈtɹækt
protract	pɹə.ʊ.ˈtɹækt
protractile	pɹoʊ.ˈtɹæk.tɪl
protractile	pɹoʊ.ˈtɹæk.taɪl
protractile	pɹə.ʊ.ˈtɹæk.tɪl
protraction	pɹoʊ.ˈtɹæk.ʃən
protraction	pɹə.ʊ.ˈtɹæk.ʃən
protractor	pɹoʊ.ˈtɹæk.təɹ
protractor	pɹə.ʊ.ˈtɹæk.təɹ
protrude	pɹoʊ.ˈtɹud
protrude	pɹə.ʊ.ˈtɹud
protrusion	pɹoʊ.ˈtɹu.ʒən
protrusion	pɹə.ʊ.ˈtɹu.ʒən
protrusive	pɹoʊ.ˈtɹu.sɪv
protrusive	pɹə.ʊ.ˈtɹu.sɪv
protuberance	pɹoʊ.ˈtu.bə.ɹəns
protuberance	pɹoʊ.ˈtyu.bə.ɹəns
protuberance	pɹə.ʊ.ˈtu.bə.ɹəns
protuberant	pɹoʊ.ˈtu.bə.ɹənt
protuberant	pɹoʊ.ˈtyu.bə.ɹənt
protuberant	pɹə.ʊ.ˈtu.bə.ɹənt
proudful	ˈpɹaʊd.ˌfəl
proudhearted	ˈpɹaʊd.ˌhɑɹ.tɪd
proud	pɹaʊd
Proust	pɹust
proustite	ˈpɹu.staɪt
prove	pɹuv
provenance	ˈpɹɒ.və.nəns
provenance	ˈpɹɒv.ˌnɑns
Provence	pɹɔ.ˈvɑ̃s
Provence	pɹə.ˈvɑns
provender	ˈpɹɒ.vən.dəɹ
provenience	pɹoʊ.ˈvi.ni.əns
provenience	pɹoʊ.ˈvi.nyəns
proventriculus	ˌpɹoʊ.vɛn.ˈtɹɪ.kyə.ləs
pro-verb	ˈpɹoʊ.ˌvɜɹb
proverb	ˈpɹɒ.vəɹb
proverbial	pɹə.ˈvɜɹ.bi.əl
Proverbs	ˈpɹɒ.vəɹbz
provided	pɹə.ˈvaɪ.dɪd
provide	pɹə.ˈvaɪd
providence	ˈpɹɒ.vɪ.dəns
Providence	ˈpɹɒ.vɪ.dəns
provident	ˈpɹɒ.vɪ.dənt
providential	ˌpɹɒ.vɪ.ˈdɛn.ʃəl
provider	pɹə.ˈvaɪ.dəɹ
providing	pɹə.ˈvaɪ.dɪŋ
province	ˈpɹɒ.vɪns
provincial	pɹə.ˈvɪn.ʃəl
provincialism	pɹə.ˈvɪn.ʃə.ˌlɪ.zəm
provincialist	pɹə.ˈvɪn.ʃə.lɪst
provinciality	pɹə.ˌvɪn.ʃi.ˈæ.lɪ.ti
provincialize	pɹə.ˈvɪn.ʃə.ˌlaɪz
provirus	ˈpɹoʊ.ˌvaɪ.ɹəs
provirus	pɹoʊ.ˈvaɪ.ɹəs
provisional	pɹə.ˈvɪ.ʒənl
provision	pɹə.ˈvɪ.ʒən
proviso	pɹə.ˈvaɪ.zoʊ
provisory	pɹə.ˈvaɪ.zə.ɹi
provitamin	pɹoʊ.ˈvaɪ.tə.mɪn
provitamin	pɹoʊ.ˈvɪ.tə.mɪn
provocateur	pɹə.ˌvɒ.kə.ˈtɜɹ
provocateur	pɹə.ˌvɒ.kə.ˈtʊ.əɹ
provocateur	pɹɔ.vɔ.ka.ˈtœɹ
provocation	ˌpɹɒ.və.ˈkeɪ.ʃən
provocative	pɹə.ˈvɒ.kə.tɪv
provo	ˈpɹoʊ.voʊ
Provo	ˈpɹoʊ.voʊ
provoke	pɹə.ˈvoʊk
provoking	pɹə.ˈvoʊ.kɪŋ
provolone	ˌpɹoʊ.və.ˈloʊ.ni
provost	ˈpɹoʊ.voʊst
provost	ˈpɹɒ.vəst
provost	ˈpɹoʊ.voʊ
prowess	ˈpɹaʊ.ɪs
prow	pɹaʊ
prowler	ˈpɹaʊ.ləɹ
prowl	pɹaʊl
proxemics	pɹɒk.ˈsi.mɪks
proximal	ˈpɹɒk.sə.məl
proximate	ˈpɹɒk.sə.mɪt
proximity	pɹɒk.ˈsɪ.mɪ.ti
proximo	ˈpɹɒk.sə.ˌmoʊ
proxy	ˈpɹɒk.si
Prozac	ˈpɹoʊ.zæk
prude	pɹud
prudence	ˈpɹudns
Prudence	ˈpɹudns
prudent	ˈpɹudnt
prudential	pɹu.ˈdɛn.ʃəl
prudery	ˈpɹu.də.ɹi
prudish	ˈpɹu.dɪʃ
pruinose	ˈpɹu.ə.ˌnoʊs
prune	pɹun
prunella	pɹu.ˈnɛ.lə
prunelle	pɹu.ˈnɛl
prurient	ˈpɹʊ.ə.ɹi.ənt
prurigo	pɹʊ.ˈɹaɪ.goʊ
pruritus	pɹʊ.ˈɹaɪ.təs
Prussia	ˈpɹʌ.ʃə
Prussian	ˈpɹʌ.ʃən
prussianize	ˈpɹʌ.ʃə.ˌnaɪz
prussiate	ˈpɹʌ.ʃi.ˌeɪt
prussiate	ˈpɹʌ.si.ˌeɪt
prussic	ˈpɹʌ.sɪk
prutah	pɹu.ˈtɑ
pruta	pɹu.ˈtɑ
pryer	ˈpɹaɪ.əɹ
pry	pɹaɪ
prying	ˈpɹaɪ.ɪŋ
Prynne	pɹɪn
prythee	ˈpɹɪ.ði
psalmbook	ˈsɑm.ˌbʊk
psalm	sɑm
psalmist	ˈsɑ.mɪst
psalmody	ˈsɑ.mə.di
psalmody	ˈsæl.mə.di
Psalms	sɑmz
Psalter	ˈsɔl.təɹ
psalterium	sɔl.ˈtɪə.ɹi.əm
psaltery	ˈsɔl.tə.ɹi
psammite	ˈsæ.maɪt
pschent	skɛnt
pschent	pskɛnt
psephite	ˈsi.faɪt
psephology	si.ˈfɒ.ləd.ʒi
pseudepigrapha	ˌsu.də.ˈpɪ.gɹə.fə
pseudepigraphy	ˌsu.də.ˈpɪ.gɹə.fi
pseud	sud
pseudoclassic	ˌsu.doʊ.ˈklæ.sɪk
pseudocoel	ˈsu.doʊ.ˌsil
pseudocoelomate	ˌsu.doʊ.ˈsi.lə.ˌmeɪt
pseudocoelomate	ˌsu.doʊ.ˈsɪ.ˈloʊ.mɪt
pseudocyesis	ˌsu.doʊ.saɪ.ˈi.sɪs
pseudo	ˈsu.doʊ
pseudomonas	su.ˈdɒ.mə.nəs
pseudomonas	su.ˈdɒm.ˌnæs
pseudomorph	ˈsu.də.ˌmɔɹf
pseudonym	ˈsud.nɪm
pseudonymity	ˌsudn.ˈɪ.mɪ.ti
pseudonymous	su.ˈdɒ.nə.məs
pseudopod	ˈsu.də.ˌpɒd
pseudopodium	ˌsu.də.ˈpoʊ.di.əm
pseudopregnancy	ˌsu.doʊ.ˈpɹɛg.nən.si
pseudorandom	ˌsu.doʊ.ˈɹæn.dəm
pseudoscience	ˌsu.doʊ.ˈsaɪ.əns
pseudoscorpion	ˌsu.doʊ.ˈskɔɹ.pi.ən
pshaw	ʃɔ
psi	saɪ
psi	psaɪ
psilocin	ˈsɪ.lə.sɪn
psilocin	ˈsaɪ.lə.sɪn
psilocybin	ˌsɪ.lə.ˈsaɪ.bɪn
psilocybin	ˌsaɪ.lə.ˈsaɪ.bɪn
psilosis	saɪ.ˈloʊ.sɪs
psittacine	ˈsɪ.tə.ˌsaɪn
psittacine	ˈsɪ.tə.ˌsɪn
psittacosis	ˌsɪ.tə.ˈkoʊ.sɪs
psoas	ˈsoʊ.əs
psocid	ˈsoʊ.sɪd
psocid	ˈsɒ.sɪd
psoralen	ˈsɔ.ɹə.lən
psoralen	ˈsoʊ.ɹə.lən
psoriasis	sə.ˈɹaɪ.ə.sɪs
psychasthenia	ˌsaɪ.kəs.ˈθi.ni.ə
psychedelia	ˌsaɪ.kɪ.ˈdi.lyə
psychedelia	ˌsaɪ.kɪ.ˈdɛ.lyə
psychedelic	ˌsaɪ.kɪ.ˈdɛ.lɪk
psyche	saɪk
Psyche	ˈsaɪ.ki
psych	saɪk
psychiatrist	sɪ.ˈkaɪ.ə.tɹɪst
psychiatrist	saɪ.ˈkaɪ.ə.tɹɪst
psychiatry	sɪ.ˈkaɪ.ə.tɹi
psychiatry	saɪ.ˈkaɪ.ə.tɹi
psychic	ˈsaɪ.kɪk
psychoacoustics	ˌsaɪ.koʊ.ə.ˈku.stɪks
psychoacoustics	ˌsaɪ.koʊ.ə.ˈkaʊ.stɪks
psychoactive	ˌsaɪ.koʊ.ˈæk.tɪv
psychoanalysis	ˌsaɪ.koʊ.ə.ˈnæ.lə.sɪs
psychoanalyst	ˌsaɪ.koʊ.ˈæn.lɪst
psychoanalyze	ˌsaɪ.koʊ.ˈænl.ˌaɪz
psychobabble	ˈsaɪ.koʊ.ˌbæ.bəl
psychobiography	ˌsaɪ.koʊ.baɪ.ˈɒ.gɹə.fi
psychobiography	ˌsaɪ.koʊ.bi
psychobiology	ˌsaɪ.koʊ.baɪ.ˈɒ.ləd.ʒi
psychochemical	ˌsaɪ.koʊ.ˈkɛ.mɪ.kəl
psychodrama	ˌsaɪ.koʊ.ˈdɹɑ.mə
psychodrama	ˌsaɪ.koʊ.ˈdɹæ.mə
psychodrama	ˈsaɪ.koʊ.ˌdɹɑ.mə
psychodrama	ˈsaɪ.koʊ.ˌdɹæ.mə
psychodynamics	ˌsaɪ.koʊ.daɪ.ˈnæ.mɪks
psychogenesis	ˌsaɪ.kə.ˈdʒɛ.nə.sɪs
psychogenic	ˌsaɪ.kə.ˈdʒɛ.nɪk
psychograph	ˈsaɪ.kə.ˌgɹæf
psychograph	ˈsaɪ.kə.ˌgɹɑf
psychohistory	ˌsaɪ.koʊ.ˈhɪ.stə.ɹi
psychohistory	ˌsaɪ.koʊ.ˈhɪ.stɹi
psycho	ˈsaɪ.koʊ
psychokinesis	ˌsaɪ.koʊ.kɪ.ˈni.sɪs
psychokinesis	ˌsaɪ.koʊ.kaɪ.ˈni.sɪs
psychological	ˌsaɪ.kə.ˈlɒd.ʒɪ.kəl
psychologism	saɪ.ˈkɒ.lə.ˌdʒɪ.zəm
psychologist	saɪ.ˈkɒ.ləd.ʒɪst
psychologize	saɪ.ˈkɒ.lə.ˌdʒaɪz
psychology	saɪ.ˈkɒ.ləd.ʒi
psychometrics	ˌsaɪ.kə.ˈmɛ.tɹɪks
psychometry	saɪ.ˈkɒ.mɪ.tɹi
psychomotor	ˌsaɪ.koʊ.ˈmoʊ.təɹ
psychoneurosis	ˌsaɪ.koʊ.nʊ.ˈɹoʊ.sɪs
psychoneurosis	ˌsaɪ.koʊ.nyʊ.ˈɹoʊ.sɪs
psychoneurotic	ˌsaɪ.koʊ.nʊ.ˈɹɒ.tɪk
psychoneurotic	ˌsaɪ.koʊ.nyʊ.ˈɹɒ.tɪk
psychopath	ˈsaɪ.kə.ˌpæθ
psychopathic	ˌsaɪ.kə.ˈpæ.θɪk
psychopathology	ˌsaɪ.koʊ.pə.ˈθɒ.ləd.ʒi
psychopathy	saɪ.ˈkɒ.pə.θi
psychophysics	ˌsaɪ.koʊ.ˈfɪ.zɪks
psychosexual	ˌsaɪ.koʊ.ˈsɛk.ʃu.əl
psychosexual	ˌsaɪ.koʊ.ˈsɛk.syu.əl
psychosis	saɪ.ˈkoʊ.sɪs
psychosocial	ˌsaɪ.koʊ.ˈsoʊ.ʃəl
psychosomatic	ˌsaɪ.koʊ.sə.ˈmæ.tɪk
psychosomatic	ˌsoʊ.sə.ˈmæ.tɪk
psychosurgery	ˌsaɪ.koʊ.ˈsɜɹd.ʒə.ɹi
psychosynthesis	ˌsaɪ.koʊ.ˈsɪn.θə.sɪs
psychotherapy	ˌsaɪ.koʊ.ˈθɛ.ɹə.pi
psychotic	saɪ.ˈkɒ.tɪk
psychotomimetic	saɪ.ˌkɒ.toʊ.mə.ˈmɛ.tɪk
psychotomimetic	saɪ.ˌkɒ.toʊ.mə.ˈmaɪk
psychotropic	ˌsaɪ.koʊ.ˈtɹoʊ.pɪk
psychrometer	saɪ.ˈkɹɒ.mɪ.təɹ
psychrometry	saɪ.ˈkɹɒ.mɪ.tɹi
psylla	ˈsɪ.lə
psyllium	ˈsɪ.li.əm
psywar	ˈsaɪ.ˌwɔɹ
ptarmigan	ˈtɑɹ.mɪ.gən
pteranodon	tə.ˈɹæ.nə.ˌdɒn
pteridology	ˌtɛ.ɹɪ.ˈdɒ.ləd.ʒi
pteridophyte	tə.ˈɹɪ.də.ˌfaɪt
pteridophyte	ˈtɛ.ɹɪ.doʊ.faɪt
pteridosperm	tə.ˈɹɪ.də.ˌspɜɹm
pteridosperm	ˈtɛ.ɹɪ.doʊ.spɜɹm
pterodactyl	ˌtɛ.ɹə.ˈdæk.tɪl
pteropod	ˈtɛ.ɹə.ˌpɒd
pterosaur	ˈtɛ.ɹə.ˌsɔɹ
pterygium	tə.ˈɹɪd.ʒi.əm
pteryla	ˈtɛ.ɹə.lə
ptisan	ˈtɪ.zən
ptisan	tɪ.ˈzæn
Ptolemy	ˈtɒ.lə.mi
ptomaine	ˈtoʊ.meɪn
ptomaine	toʊ.ˈmeɪn
ptosis	ˈtoʊ.sɪs
ptui	ˈtu.i
ptui	ˈptu.i
ptyalin	ˈtaɪ.ə.lɪn
ptyalism	ˈtaɪ.ə.ˌlɪ.zəm
pubertal	ˈpyu.bəɹtl
puberty	ˈpyu.bəɹ.ti
puberulent	pyu.ˈbɛ.ɹyə.lənt
puberulent	pyu.ˈbɛ.ɹə.lənt
pubescent	pyu.ˈbɛ.sənt
pubes	ˈpyu.biz
pub	pʌb
